[aten::masked_fill_] 总耗时: 13466.28 ms | 出现次数: 1001 | 平均耗时: 13.45 ms
[aten::cumsum] 总耗时: 12281.65 ms | 出现次数: 1001 | 平均耗时: 12.27 ms
[aten::movedim] 总耗时: 10721.17 ms | 出现次数: 2002 | 平均耗时: 5.36 ms
[aten::unsqueeze] 总耗时: 8124.59 ms | 出现次数: 3003 | 平均耗时: 2.71 ms
[aten::max] 总耗时: 7627.52 ms | 出现次数: 1001 | 平均耗时: 7.62 ms
[aten::view] 总耗时: 7045.49 ms | 出现次数: 4569 | 平均耗时: 1.54 ms
[aten::flatten] 总耗时: 5845.15 ms | 出现次数: 1001 | 平均耗时: 5.84 ms
[aten::item] 总耗时: 5400.50 ms | 出现次数: 3003 | 平均耗时: 1.80 ms
[aten::div] 总耗时: 5082.05 ms | 出现次数: 94 | 平均耗时: 54.06 ms
[aten::t] 总耗时: 5066.51 ms | 出现次数: 1001 | 平均耗时: 5.06 ms
[aten::index_select] 总耗时: 3782.01 ms | 出现次数: 1001 | 平均耗时: 3.78 ms
[aten::sum] 总耗时: 3318.19 ms | 出现次数: 188 | 平均耗时: 17.65 ms
[aten::zero_] 总耗时: 3151.85 ms | 出现次数: 282 | 平均耗时: 11.18 ms
[aten::permute] 总耗时: 2769.19 ms | 出现次数: 1001 | 平均耗时: 2.77 ms
[aten::transpose] 总耗时: 2088.37 ms | 出现次数: 1001 | 平均耗时: 2.09 ms
[aten::zeros] 总耗时: 1819.35 ms | 出现次数: 94 | 平均耗时: 19.35 ms
[aten::_local_scalar_dense] 总耗时: 1347.97 ms | 出现次数: 3003 | 平均耗时: 0.45 ms
[aten::alias] 总耗时: 1204.67 ms | 出现次数: 1001 | 平均耗时: 1.20 ms
[aten::_unsafe_view] 总耗时: 805.92 ms | 出现次数: 1000 | 平均耗时: 0.81 ms
[aten::lift_fresh] 总耗时: 717.22 ms | 出现次数: 2002 | 平均耗时: 0.36 ms
[aten::resolve_conj] 总耗时: 335.17 ms | 出现次数: 1001 | 平均耗时: 0.33 ms
[aten::resolve_neg] 总耗时: 221.33 ms | 出现次数: 1001 | 平均耗时: 0.22 ms

===== 分析文件: ds-7e2d1404-1-744dcfb874-xrz4p_1961073.1756354006737085891.pt.trace.json =====
[aten::copy_] 总耗时: 47733002.77 ms | 出现次数: 13286 | 平均耗时: 3592.73 ms
[aten::to] 总耗时: 47632897.69 ms | 出现次数: 7195 | 平均耗时: 6620.28 ms
[aten::_to_copy] 总耗时: 47625662.73 ms | 出现次数: 4192 | 平均耗时: 11361.08 ms
[aten::empty] 总耗时: 924231.04 ms | 出现次数: 289951 | 平均耗时: 3.19 ms
[aten::sort] 总耗时: 648811.29 ms | 出现次数: 2002 | 平均耗时: 324.08 ms
[aten::unbind] 总耗时: 585239.71 ms | 出现次数: 94094 | 平均耗时: 6.22 ms
[aten::linear] 总耗时: 516908.40 ms | 出现次数: 1001 | 平均耗时: 516.39 ms
[aten::mm] 总耗时: 514115.60 ms | 出现次数: 1095 | 平均耗时: 469.51 ms
[aten::matmul] 总耗时: 508211.90 ms | 出现次数: 1001 | 平均耗时: 507.70 ms
[aten::empty_like] 总耗时: 507033.85 ms | 出现次数: 96378 | 平均耗时: 5.26 ms
[aten::empty_strided] 总耗时: 436665.67 ms | 出现次数: 99570 | 平均耗时: 4.39 ms
[aten::expand] 总耗时: 425843.77 ms | 出现次数: 282282 | 平均耗时: 1.51 ms
[aten::select] 总耗时: 366101.23 ms | 出现次数: 190190 | 平均耗时: 1.92 ms
[aten::as_strided] 总耗时: 311317.29 ms | 出现次数: 699515 | 平均耗时: 0.45 ms
[aten::slice] 总耗时: 290763.11 ms | 出现次数: 217846 | 平均耗时: 1.33 ms
[aten::index] 总耗时: 73825.36 ms | 出现次数: 1095 | 平均耗时: 67.42 ms
[aten::fill_] 总耗时: 64184.99 ms | 出现次数: 5287 | 平均耗时: 12.14 ms
[aten::sub] 总耗时: 44197.23 ms | 出现次数: 2002 | 平均耗时: 22.08 ms
[aten::reshape] 总耗时: 43104.00 ms | 出现次数: 3097 | 平均耗时: 13.92 ms
[aten::scatter] 总耗时: 35604.33 ms | 出现次数: 1001 | 平均耗时: 35.57 ms
[aten::clone] 总耗时: 30740.75 ms | 出现次数: 1000 | 平均耗时: 30.74 ms
[aten::div_] 总耗时: 29393.92 ms | 出现次数: 2002 | 平均耗时: 14.68 ms
[aten::argmax] 总耗时: 28529.93 ms | 出现次数: 1001 | 平均耗时: 28.50 ms
[aten::softmax] 总耗时: 27231.29 ms | 出现次数: 2002 | 平均耗时: 13.60 ms
[aten::rsub] 总耗时: 24308.61 ms | 出现次数: 1001 | 平均耗时: 24.28 ms
[aten::_softmax] 总耗时: 22181.51 ms | 出现次数: 2002 | 平均耗时: 11.08 ms
[aten::exponential_] 总耗时: 17681.54 ms | 出现次数: 1001 | 平均耗时: 17.66 ms
[aten::le] 总耗时: 16899.66 ms | 出现次数: 1001 | 平均耗时: 16.88 ms
[aten::masked_fill_] 总耗时: 13272.45 ms | 出现次数: 1001 | 平均耗时: 13.26 ms
[aten::cumsum] 总耗时: 12310.91 ms | 出现次数: 1001 | 平均耗时: 12.30 ms
[aten::movedim] 总耗时: 10862.19 ms | 出现次数: 2002 | 平均耗时: 5.43 ms
[aten::unsqueeze] 总耗时: 8252.47 ms | 出现次数: 3003 | 平均耗时: 2.75 ms
[aten::max] 总耗时: 7835.67 ms | 出现次数: 1001 | 平均耗时: 7.83 ms
[aten::view] 总耗时: 7197.54 ms | 出现次数: 4569 | 平均耗时: 1.58 ms
[aten::flatten] 总耗时: 5874.16 ms | 出现次数: 1001 | 平均耗时: 5.87 ms
[aten::item] 总耗时: 5452.38 ms | 出现次数: 3003 | 平均耗时: 1.82 ms
[aten::t] 总耗时: 5267.53 ms | 出现次数: 1001 | 平均耗时: 5.26 ms
[aten::sum] 总耗时: 3936.55 ms | 出现次数: 188 | 平均耗时: 20.94 ms
[aten::index_select] 总耗时: 3831.08 ms | 出现次数: 1001 | 平均耗时: 3.83 ms
[aten::zero_] 总耗时: 3541.53 ms | 出现次数: 282 | 平均耗时: 12.56 ms
[aten::permute] 总耗时: 2732.52 ms | 出现次数: 1001 | 平均耗时: 2.73 ms
[aten::zeros] 总耗时: 2213.98 ms | 出现次数: 94 | 平均耗时: 23.55 ms
[aten::transpose] 总耗时: 2150.10 ms | 出现次数: 1001 | 平均耗时: 2.15 ms
[aten::div] 总耗时: 1775.48 ms | 出现次数: 94 | 平均耗时: 18.89 ms
[aten::_local_scalar_dense] 总耗时: 1392.95 ms | 出现次数: 3003 | 平均耗时: 0.46 ms
[aten::alias] 总耗时: 1253.28 ms | 出现次数: 1001 | 平均耗时: 1.25 ms
[aten::_unsafe_view] 总耗时: 870.04 ms | 出现次数: 1000 | 平均耗时: 0.87 ms
[aten::lift_fresh] 总耗时: 669.34 ms | 出现次数: 2002 | 平均耗时: 0.33 ms
[aten::resolve_conj] 总耗时: 343.12 ms | 出现次数: 1001 | 平均耗时: 0.34 ms
[aten::resolve_neg] 总耗时: 217.68 ms | 出现次数: 1001 | 平均耗时: 0.22 ms

===== 分析文件: ds-7e2d1404-1-744dcfb874-xrz4p_1961075.1756354006994048196.pt.trace.json =====
[aten::copy_] 总耗时: 47804278.32 ms | 出现次数: 13286 | 平均耗时: 3598.09 ms
[aten::to] 总耗时: 47704866.66 ms | 出现次数: 7195 | 平均耗时: 6630.28 ms
[aten::_to_copy] 总耗时: 47697868.11 ms | 出现次数: 4192 | 平均耗时: 11378.31 ms
[aten::empty] 总耗时: 889458.48 ms | 出现次数: 289951 | 平均耗时: 3.07 ms
[aten::unbind] 总耗时: 588548.75 ms | 出现次数: 94094 | 平均耗时: 6.25 ms
[aten::sort] 总耗时: 583803.28 ms | 出现次数: 2002 | 平均耗时: 291.61 ms
[aten::linear] 总耗时: 517707.22 ms | 出现次数: 1001 | 平均耗时: 517.19 ms
[aten::mm] 总耗时: 514027.24 ms | 出现次数: 1095 | 平均耗时: 469.43 ms
[aten::matmul] 总耗时: 509136.93 ms | 出现次数: 1001 | 平均耗时: 508.63 ms
[aten::empty_like] 总耗时: 506298.27 ms | 出现次数: 96378 | 平均耗时: 5.25 ms
[aten::empty_strided] 总耗时: 435501.67 ms | 出现次数: 99570 | 平均耗时: 4.37 ms
[aten::expand] 总耗时: 422716.04 ms | 出现次数: 282282 | 平均耗时: 1.50 ms
[aten::select] 总耗时: 368021.24 ms | 出现次数: 190190 | 平均耗时: 1.94 ms
[aten::as_strided] 总耗时: 310932.81 ms | 出现次数: 699515 | 平均耗时: 0.44 ms
[aten::slice] 总耗时: 287770.08 ms | 出现次数: 217846 | 平均耗时: 1.32 ms
[aten::index] 总耗时: 73130.20 ms | 出现次数: 1095 | 平均耗时: 66.79 ms
[aten::fill_] 总耗时: 64338.18 ms | 出现次数: 5287 | 平均耗时: 12.17 ms
[aten::reshape] 总耗时: 43633.08 ms | 出现次数: 3097 | 平均耗时: 14.09 ms
[aten::sub] 总耗时: 43016.23 ms | 出现次数: 2002 | 平均耗时: 21.49 ms
[aten::scatter] 总耗时: 36786.37 ms | 出现次数: 1001 | 平均耗时: 36.75 ms
[aten::clone] 总耗时: 31375.83 ms | 出现次数: 1000 | 平均耗时: 31.38 ms
[aten::softmax] 总耗时: 28451.96 ms | 出现次数: 2002 | 平均耗时: 14.21 ms
[aten::argmax] 总耗时: 27658.35 ms | 出现次数: 1001 | 平均耗时: 27.63 ms
[aten::div_] 总耗时: 26653.06 ms | 出现次数: 2002 | 平均耗时: 13.31 ms
[aten::rsub] 总耗时: 23406.43 ms | 出现次数: 1001 | 平均耗时: 23.38 ms
[aten::_softmax] 总耗时: 23350.82 ms | 出现次数: 2002 | 平均耗时: 11.66 ms
[aten::exponential_] 总耗时: 17550.82 ms | 出现次数: 1001 | 平均耗时: 17.53 ms
[aten::le] 总耗时: 16440.70 ms | 出现次数: 1001 | 平均耗时: 16.42 ms
[aten::masked_fill_] 总耗时: 13265.76 ms | 出现次数: 1001 | 平均耗时: 13.25 ms
[aten::cumsum] 总耗时: 12589.57 ms | 出现次数: 1001 | 平均耗时: 12.58 ms
[aten::movedim] 总耗时: 10690.20 ms | 出现次数: 2002 | 平均耗时: 5.34 ms
[aten::unsqueeze] 总耗时: 8213.19 ms | 出现次数: 3003 | 平均耗时: 2.73 ms
[aten::max] 总耗时: 7706.76 ms | 出现次数: 1001 | 平均耗时: 7.70 ms
[aten::view] 总耗时: 7072.24 ms | 出现次数: 4569 | 平均耗时: 1.55 ms
[aten::flatten] 总耗时: 5779.17 ms | 出现次数: 1001 | 平均耗时: 5.77 ms
[aten::t] 总耗时: 5283.16 ms | 出现次数: 1001 | 平均耗时: 5.28 ms
[aten::item] 总耗时: 5225.75 ms | 出现次数: 3003 | 平均耗时: 1.74 ms
[aten::div] 总耗时: 4619.76 ms | 出现次数: 94 | 平均耗时: 49.15 ms
[aten::index_select] 总耗时: 3928.40 ms | 出现次数: 1001 | 平均耗时: 3.92 ms
[aten::sum] 总耗时: 3312.53 ms | 出现次数: 188 | 平均耗时: 17.62 ms
[aten::zero_] 总耗时: 3147.77 ms | 出现次数: 282 | 平均耗时: 11.16 ms
[aten::permute] 总耗时: 2682.80 ms | 出现次数: 1001 | 平均耗时: 2.68 ms
[aten::transpose] 总耗时: 2165.35 ms | 出现次数: 1001 | 平均耗时: 2.16 ms
[aten::zeros] 总耗时: 1783.46 ms | 出现次数: 94 | 平均耗时: 18.97 ms
[aten::_local_scalar_dense] 总耗时: 1386.24 ms | 出现次数: 3003 | 平均耗时: 0.46 ms
[aten::alias] 总耗时: 1248.24 ms | 出现次数: 1001 | 平均耗时: 1.25 ms
[aten::_unsafe_view] 总耗时: 794.15 ms | 出现次数: 1000 | 平均耗时: 0.79 ms
[aten::lift_fresh] 总耗时: 648.58 ms | 出现次数: 2002 | 平均耗时: 0.32 ms
[aten::resolve_conj] 总耗时: 349.04 ms | 出现次数: 1001 | 平均耗时: 0.35 ms
[aten::resolve_neg] 总耗时: 233.19 ms | 出现次数: 1001 | 平均耗时: 0.23 ms

